Dates,O,H,L,C
2012-06-27,"1,2492","1,2511","1,2445","1,2470"
2012-06-28,"1,2471","1,2526","1,2407","1,2440"
2012-06-29,"1,2441","1,2694","1,2434","1,2660"
2012-07-02,"1,2671","1,2673","1,2567","1,2586"
2012-07-03,"1,2584","1,2630","1,2559","1,2607"
2012-07-04,"1,2605","1,2607","1,2507","1,2523"
2012-07-05,"1,2527","1,2539","1,2363","1,2393"
2012-07-06,"1,2392","1,2403","1,2260","1,2288"
2012-07-09,"1,2271","1,2325","1,2256","1,2319"
2012-07-10,"1,2317","1,2336","1,2235","1,2252"
2012-07-11,"1,2252","1,2298","1,2213","1,2239"
2012-07-12,"1,2239","1,2250","1,2167","1,2198"
2012-07-13,"1,2197","1,2258","1,2161","1,2252"
2012-07-16,"1,2255","1,2291","1,2174","1,2273"
2012-07-17,"1,2273","1,2317","1,2188","1,2294"
2012-07-18,"1,2296","1,2307","1,2216","1,2284"
2012-07-19,"1,2284","1,2322","1,2228","1,2280"
2012-07-20,"1,2279","1,2283","1,2144","1,2157"
2012-07-23,"1,2119","1,2146","1,2069","1,2115"
2012-07-24,"1,2116","1,2138","1,2041","1,2060"
2012-07-25,"1,2060","1,2172","1,2052","1,2159"
2012-07-26,"1,2159","1,2330","1,2117","1,2283"
2012-07-27,"1,2283","1,2390","1,2241","1,2319"
2012-07-30,"1,2340","1,2340","1,2224","1,2260"
2012-07-31,"1,2262","1,2330","1,2247","1,2304"
2012-08-01,"1,2304","1,2338","1,2218","1,2226"
2012-08-02,"1,2224","1,2405","1,2132","1,2180"
2012-08-03,"1,2180","1,2394","1,2166","1,2387"
2012-08-06,"1,2379","1,2444","1,2341","1,2401"
2012-08-07,"1,2401","1,2442","1,2375","1,2401"
2012-08-08,"1,2401","1,2403","1,2327","1,2365"
2012-08-09,"1,2367","1,2388","1,2266","1,2306"
2012-08-10,"1,2306","1,2317","1,2239","1,2290"
2012-08-13,"1,2280","1,2374","1,2260","1,2332"
2012-08-14,"1,2332","1,2386","1,2316","1,2322"
2012-08-15,"1,2322","1,2344","1,2263","1,2289"
2012-08-16,"1,2292","1,2374","1,2256","1,2355"
2012-08-17,"1,2355","1,2382","1,2288","1,2334"
2012-08-20,"1,2344","1,2369","1,2294","1,2344"
2012-08-21,"1,2347","1,2490","1,2342","1,2472"
2012-08-22,"1,2473","1,2540","1,2431","1,2528"
2012-08-23,"1,2528","1,2591","1,2524","1,2564"
2012-08-24,"1,2563","1,2569","1,2483","1,2513"
2012-08-27,"1,2511","1,2536","1,2489","1,2500"
2012-08-28,"1,2498","1,2576","1,2464","1,2565"
2012-08-29,"1,2565","1,2574","1,2517","1,2529"
2012-08-30,"1,2531","1,2565","1,2488","1,2506"
2012-08-31,"1,2506","1,2638","1,2493","1,2577"
2012-09-03,"1,2567","1,2611","1,2556","1,2594"
2012-09-04,"1,2593","1,2630","1,2557","1,2567"
2012-09-05,"1,2567","1,2626","1,2502","1,2601"
2012-09-06,"1,2603","1,2652","1,2562","1,2631"
2012-09-07,"1,2631","1,2818","1,2626","1,2816"
2012-09-10,"1,2807","1,2813","1,2755","1,2759"
2012-09-11,"1,2757","1,2872","1,2754","1,2855"
2012-09-12,"1,2855","1,2937","1,2816","1,2900"
2012-09-13,"1,2900","1,3002","1,2857","1,2989"
2012-09-14,"1,2990","1,3171","1,2980","1,3127"
2012-09-17,"1,3127","1,3170","1,3083","1,3117"
2012-09-18,"1,3118","1,3122","1,3028","1,3048"
2012-09-19,"1,3046","1,3086","1,2992","1,3048"
2012-09-20,"1,3049","1,3060","1,2920","1,2969"
2012-09-21,"1,2969","1,3047","1,2954","1,2980"
2012-09-24,"1,2981","1,2990","1,2890","1,2931"
2012-09-25,"1,2933","1,2973","1,2887","1,2900"
2012-09-26,"1,2899","1,2913","1,2835","1,2872"
2012-09-27,"1,2871","1,2929","1,2828","1,2914"
2012-09-28,"1,2912","1,2959","1,2837","1,2858"
2012-10-01,"1,2859","1,2940","1,2803","1,2889"
2012-10-02,"1,2888","1,2969","1,2880","1,2920"
2012-10-03,"1,2919","1,2938","1,2877","1,2906"
2012-10-04,"1,2905","1,3032","1,2901","1,3018"
2012-10-05,"1,3018","1,3072","1,2993","1,3034"
2012-10-08,"1,3030","1,3036","1,2936","1,2970"
2012-10-09,"1,2970","1,2991","1,2858","1,2885"
2012-10-10,"1,2885","1,2914","1,2835","1,2875"
2012-10-11,"1,2875","1,2954","1,2826","1,2927"
2012-10-12,"1,2927","1,2992","1,2921","1,2950"
2012-10-15,"1,2957","1,2980","1,2891","1,2950"
2012-10-16,"1,2950","1,3062","1,2943","1,3054"
2012-10-17,"1,3054","1,3141","1,3053","1,3119"
2012-10-18,"1,3119","1,3129","1,3055","1,3066"
2012-10-19,"1,3065","1,3078","1,3012","1,3022"
2012-10-22,"1,3013","1,3085","1,3011","1,3060"
2012-10-23,"1,3060","1,3077","1,2952","1,2986"
2012-10-24,"1,2986","1,2999","1,2921","1,2974"
2012-10-25,"1,2973","1,3024","1,2926","1,2934"
2012-10-26,"1,2934","1,2959","1,2883","1,2942"
2012-10-29,"1,2948","1,2967","1,2885","1,2904"
2012-10-30,"1,2904","1,2986","1,2887","1,2959"
2012-10-31,"1,2961","1,3023","1,2946","1,2960"
2012-11-01,"1,2959","1,2982","1,2923","1,2942"
2012-11-02,"1,2942","1,2952","1,2820","1,2837"
2012-11-05,"1,2812","1,2843","1,2767","1,2797"
2012-11-06,"1,2795","1,2828","1,2763","1,2814"
2012-11-07,"1,2813","1,2877","1,2735","1,2771"
2012-11-08,"1,2771","1,2782","1,2718","1,2747"
2012-11-09,"1,2747","1,2790","1,2689","1,2709"
2012-11-12,"1,2712","1,2742","1,2698","1,2710"
2012-11-13,"1,2709","1,2728","1,2662","1,2704"
2012-11-14,"1,2706","1,2778","1,2700","1,2736"
2012-11-15,"1,2736","1,2803","1,2717","1,2780"
2012-11-16,"1,2780","1,2788","1,2689","1,2744"
2012-11-19,"1,2739","1,2822","1,2731","1,2813"
2012-11-20,"1,2813","1,2830","1,2765","1,2818"
2012-11-21,"1,2817","1,2833","1,2734","1,2829"
2012-11-22,"1,2828","1,2902","1,2826","1,2883"
2012-11-23,"1,2883","1,2992","1,2868","1,2976"
2012-11-26,"1,2972","1,2985","1,2943","1,2973"
2012-11-27,"1,2970","1,3010","1,2915","1,2945"
2012-11-28,"1,2944","1,2956","1,2880","1,2953"
2012-11-29,"1,2952","1,3014","1,2938","1,2978"
2012-11-30,"1,2978","1,3028","1,2969","1,2986"
2012-12-03,"1,2984","1,3077","1,2972","1,3054"
2012-12-04,"1,3053","1,3109","1,3045","1,3094"
2012-12-05,"1,3095","1,3128","1,3061","1,3068"
2012-12-06,"1,3068","1,3088","1,2949","1,2968"
2012-12-07,"1,2969","1,2974","1,2881","1,2927"
2012-12-10,"1,2901","1,2947","1,2879","1,2941"
2012-12-11,"1,2942","1,3016","1,2929","1,3006"
2012-12-12,"1,3007","1,3098","1,2994","1,3074"
2012-12-13,"1,3074","1,3102","1,3041","1,3078"
2012-12-14,"1,3079","1,3175","1,3067","1,3163"
2012-12-17,"1,3190","1,3192","1,3144","1,3165"
2012-12-18,"1,3164","1,3239","1,3155","1,3230"
2012-12-19,"1,3230","1,3310","1,3222","1,3228"
2012-12-20,"1,3228","1,3297","1,3189","1,3244"
2012-12-21,"1,3245","1,3255","1,3159","1,3188"
2012-12-24,"1,3188","1,3234","1,3167","1,3186"
2012-12-25,"1,3184","1,3208","1,3170","1,3183"
2012-12-26,"1,3183","1,3255","1,3170","1,3224"
2012-12-27,"1,3225","1,3285","1,3201","1,3236"
2012-12-28,"1,3236","1,3258","1,3167","1,3216"
2012-12-31,"1,3214","1,3236","1,3173","1,3196"
2013-01-01,"1,3194","1,3220","1,3180","1,3205"
2013-01-02,"1,3205","1,3302","1,3157","1,3186"
2013-01-03,"1,3187","1,3192","1,3046","1,3048"
2013-01-04,"1,3048","1,3091","1,2999","1,3069"
2013-01-07,"1,3072","1,3121","1,3018","1,3117"
2013-01-08,"1,3116","1,3142","1,3058","1,3083"
2013-01-09,"1,3081","1,3096","1,3037","1,3064"
2013-01-10,"1,3065","1,3273","1,3039","1,3271"
2013-01-11,"1,3272","1,3366","1,3248","1,3344"
2013-01-14,"1,3340","1,3404","1,3334","1,3383"
2013-01-15,"1,3382","1,3394","1,3268","1,3304"
2013-01-16,"1,3304","1,3325","1,3257","1,3290"
2013-01-17,"1,3291","1,3390","1,3271","1,3377"
2013-01-18,"1,3377","1,3403","1,3281","1,3319"
2013-01-21,"1,3321","1,3333","1,3300","1,3314"
2013-01-22,"1,3312","1,3373","1,3268","1,3321"
2013-01-23,"1,3321","1,3356","1,3265","1,3318"
2013-01-24,"1,3319","1,3394","1,3287","1,3376"
2013-01-25,"1,3377","1,3481","1,3350","1,3462"
2013-01-28,"1,3464","1,3478","1,3424","1,3456"
2013-01-29,"1,3455","1,3498","1,3415","1,3493"
2013-01-30,"1,3491","1,3588","1,3481","1,3568"
2013-01-31,"1,3567","1,3594","1,3540","1,3579"
2013-02-01,"1,3577","1,3712","1,3572","1,3640"
2013-02-04,"1,3642","1,3659","1,3504","1,3514"
2013-02-05,"1,3514","1,3599","1,3459","1,3584"
2013-02-06,"1,3584","1,3598","1,3495","1,3523"
2013-02-07,"1,3521","1,3577","1,3369","1,3396"
2013-02-08,"1,3398","1,3431","1,3354","1,3365"
2013-02-11,"1,3359","1,3428","1,3325","1,3407"
2013-02-12,"1,3406","1,3476","1,3365","1,3454"
2013-02-13,"1,3453","1,3521","1,3426","1,3453"
2013-02-14,"1,3451","1,3456","1,3314","1,3361"
2013-02-15,"1,3363","1,3394","1,3306","1,3363"
2013-02-18,"1,3357","1,3377","1,3321","1,3352"
2013-02-19,"1,3352","1,3397","1,3329","1,3388"
2013-02-20,"1,3387","1,3434","1,3270","1,3281"
2013-02-21,"1,3283","1,3291","1,3161","1,3189"
2013-02-22,"1,3190","1,3247","1,3146","1,3190"
2013-02-25,"1,3175","1,3319","1,3047","1,3062"
2013-02-26,"1,3062","1,3121","1,3018","1,3062"
2013-02-27,"1,3060","1,3148","1,3041","1,3139"
2013-02-28,"1,3138","1,3163","1,3051","1,3056"
2013-03-01,"1,3055","1,3102","1,2967","1,3022"
2013-03-04,"1,3018","1,3032","1,2982","1,3026"
2013-03-05,"1,3026","1,3077","1,3009","1,3051"
2013-03-06,"1,3053","1,3072","1,2963","1,2967"
2013-03-07,"1,2967","1,3121","1,2967","1,3106"
2013-03-08,"1,3107","1,3136","1,2957","1,3006"
2013-03-11,"1,2999","1,3054","1,2980","1,3045"
2013-03-12,"1,3044","1,3076","1,2992","1,3034"
2013-03-13,"1,3034","1,3065","1,2923","1,2961"
2013-03-14,"1,2961","1,3033","1,2911","1,3005"
2013-03-15,"1,3005","1,3109","1,2999","1,3076"
2013-03-18,"1,2959","1,2997","1,2882","1,2956"
2013-03-19,"1,2957","1,2971","1,2845","1,2883"
2013-03-20,"1,2881","1,2978","1,2854","1,2933"
2013-03-21,"1,2932","1,2956","1,2880","1,2898"
2013-03-22,"1,2898","1,3011","1,2889","1,2988"
2013-03-25,"1,2972","1,3049","1,2830","1,2852"
2013-03-26,"1,2852","1,2890","1,2828","1,2861"
2013-03-27,"1,2862","1,2868","1,2750","1,2780"
2013-03-28,"1,2780","1,2845","1,2755","1,2816"
2013-03-29,"1,2816","1,2839","1,2793","1,2820"
2013-04-01,"1,2814","1,2868","1,2771","1,2849"
2013-04-02,"1,2847","1,2879","1,2809","1,2820"
2013-04-03,"1,2820","1,2865","1,2790","1,2851"
2013-04-04,"1,2849","1,2950","1,2746","1,2936"
2013-04-05,"1,2936","1,3041","1,2900","1,2990"
2013-04-08,"1,2975","1,3039","1,2963","1,3009"
2013-04-09,"1,3008","1,3104","1,3004","1,3082"
2013-04-10,"1,3082","1,3123","1,3052","1,3070"
2013-04-11,"1,3069","1,3139","1,3044","1,3103"
2013-04-12,"1,3098","1,3127","1,3037","1,3112"
2013-04-15,"1,3134","1,3135","1,3023","1,3036"
2013-04-16,"1,3034","1,3203","1,3028","1,3178"
2013-04-17,"1,3177","1,3203","1,3003","1,3030"
2013-04-18,"1,3031","1,3098","1,3022","1,3052"
2013-04-19,"1,3050","1,3129","1,3046","1,3052"
2013-04-22,"1,3079","1,3094","1,3015","1,3067"
2013-04-23,"1,3066","1,3085","1,2973","1,2999"
2013-04-24,"1,2998","1,3035","1,2955","1,3016"
2013-04-25,"1,3013","1,3094","1,2989","1,3013"
2013-04-26,"1,3013","1,3049","1,2992","1,3028"
2013-04-29,"1,3032","1,3117","1,3028","1,3100"
2013-04-30,"1,3098","1,3186","1,3056","1,3167"
2013-05-01,"1,3169","1,3245","1,3161","1,3180"
2013-05-02,"1,3180","1,3216","1,3037","1,3064"
2013-05-03,"1,3065","1,3160","1,3035","1,3115"
2013-05-06,"1,3115","1,3143","1,3054","1,3076"
2013-05-07,"1,3075","1,3133","1,3068","1,3079"
2013-05-08,"1,3079","1,3196","1,3072","1,3152"
2013-05-09,"1,3154","1,3180","1,3011","1,3043"
2013-05-10,"1,3042","1,3051","1,2936","1,2993"
2013-05-13,"1,2957","1,2999","1,2942","1,2976"
2013-05-14,"1,2976","1,3030","1,2916","1,2920"
2013-05-15,"1,2919","1,2943","1,2843","1,2887"
2013-05-16,"1,2886","1,2930","1,2846","1,2882"
2013-05-17,"1,2881","1,2890","1,2796","1,2839"
2013-05-20,"1,2811","1,2902","1,2803","1,2883"
2013-05-21,"1,2883","1,2934","1,2841","1,2906"
2013-05-22,"1,2906","1,3000","1,2833","1,2858"
2013-05-23,"1,2857","1,2956","1,2821","1,2936"
2013-05-24,"1,2938","1,2998","1,2906","1,2932"
2013-05-27,"1,2928","1,2951","1,2917","1,2932"
2013-05-28,"1,2929","1,2951","1,2849","1,2856"
2013-05-29,"1,2857","1,2980","1,2840","1,2941"
2013-05-30,"1,2940","1,3063","1,2934","1,3050"
2013-05-31,"1,3053","1,3063","1,2947","1,2999"
2013-06-03,"1,2983","1,3108","1,2955","1,3076"
2013-06-04,"1,3077","1,3104","1,3043","1,3081"
2013-06-05,"1,3081","1,3115","1,3053","1,3094"
2013-06-06,"1,3095","1,3306","1,3075","1,3247"
2013-06-07,"1,3246","1,3285","1,3191","1,3223"
2013-06-10,"1,3207","1,3270","1,3177","1,3257"
2013-06-11,"1,3257","1,3318","1,3232","1,3315"
2013-06-12,"1,3314","1,3361","1,3266","1,3337"
2013-06-13,"1,3336","1,3391","1,3278","1,3375"
2013-06-14,"1,3375","1,3376","1,3294","1,3347"
2013-06-17,"1,3342","1,3382","1,3317","1,3369"
2013-06-18,"1,3368","1,3416","1,3325","1,3394"
2013-06-19,"1,3392","1,3415","1,3260","1,3295"
2013-06-20,"1,3296","1,3303","1,3163","1,3220"
2013-06-21,"1,3219","1,3254","1,3099","1,3123"
2013-06-24,"1,3117","1,3146","1,3060","1,3119"
2013-06-25,"1,3118","1,3151","1,3064","1,3085"
2013-06-26,"1,3081","1,3088","1,2984","1,3012"
2013-06-27,"1,3013","1,3058","1,3001","1,3037"
2013-06-28,"1,3037","1,3105","1,2992","1,3010"
2013-07-01,"1,3006","1,3067","1,3001","1,3064"
2013-07-02,"1,3065","1,3080","1,2964","1,2979"
2013-07-03,"1,2978","1,3032","1,2923","1,3009"
2013-07-04,"1,3009","1,3024","1,2883","1,2913"
2013-07-05,"1,2913","1,2918","1,2807","1,2832"
2013-07-08,"1,2825","1,2883","1,2809","1,2870"
2013-07-09,"1,2870","1,2899","1,2755","1,2781"
2013-07-10,"1,2781","1,2985","1,2765","1,2976"
2013-07-11,"1,2980","1,3204","1,2965","1,3096"
2013-07-12,"1,3097","1,3103","1,3000","1,3068"
2013-07-15,"1,3066","1,3085","1,2994","1,3062"
2013-07-16,"1,3062","1,3175","1,3052","1,3162"
2013-07-17,"1,3161","1,3177","1,3084","1,3125"
2013-07-18,"1,3125","1,3128","1,3066","1,3110"
2013-07-19,"1,3110","1,3154","1,3087","1,3142"
2013-07-22,"1,3142","1,3220","1,3131","1,3186"
2013-07-23,"1,3186","1,3241","1,3165","1,3224"
2013-07-24,"1,3222","1,3256","1,3176","1,3201"
2013-07-25,"1,3199","1,3296","1,3165","1,3277"
2013-07-26,"1,3277","1,3297","1,3252","1,3279"
2013-07-29,"1,3276","1,3297","1,3241","1,3262"
2013-07-30,"1,3262","1,3302","1,3234","1,3263"
2013-07-31,"1,3264","1,3346","1,3215","1,3302"
2013-08-01,"1,3301","1,3311","1,3197","1,3207"
2013-08-02,"1,3207","1,3295","1,3190","1,3283"
2013-08-05,"1,3274","1,3302","1,3232","1,3258"
2013-08-06,"1,3258","1,3325","1,3245","1,3306"
2013-08-07,"1,3307","1,3347","1,3266","1,3337"
2013-08-08,"1,3338","1,3403","1,3329","1,3382"
2013-08-09,"1,3380","1,3391","1,3333","1,3343"
2013-08-12,"1,3340","1,3346","1,3278","1,3300"
2013-08-13,"1,3299","1,3317","1,3233","1,3262"
2013-08-14,"1,3262","1,3279","1,3239","1,3256"
2013-08-15,"1,3256","1,3365","1,3207","1,3348"
2013-08-16,"1,3346","1,3380","1,3310","1,3329"
2013-08-19,"1,3328","1,3376","1,3316","1,3335"
2013-08-20,"1,3336","1,3453","1,3323","1,3417"
2013-08-21,"1,3416","1,3428","1,3335","1,3357"
2013-08-22,"1,3355","1,3375","1,3299","1,3356"
2013-08-23,"1,3356","1,3410","1,3333","1,3382"
2013-08-26,"1,3382","1,3394","1,3356","1,3369"
2013-08-27,"1,3368","1,3400","1,3324","1,3393"
2013-08-28,"1,3393","1,3399","1,3306","1,3340"
2013-08-29,"1,3339","1,3344","1,3219","1,3241"
2013-08-30,"1,3243","1,3256","1,3175","1,3222"
2013-09-02,"1,3234","1,3238","1,3184","1,3192"
2013-09-03,"1,3191","1,3198","1,3138","1,3170"
2013-09-04,"1,3171","1,3220","1,3156","1,3209"
2013-09-05,"1,3207","1,3223","1,3110","1,3120"
2013-09-06,"1,3119","1,3189","1,3104","1,3180"
2013-09-09,"1,3169","1,3281","1,3159","1,3255"
2013-09-10,"1,3255","1,3276","1,3230","1,3268"
2013-09-11,"1,3270","1,3327","1,3245","1,3312"
2013-09-12,"1,3310","1,3326","1,3261","1,3299"
2013-09-13,"1,3299","1,3323","1,3255","1,3294"
2013-09-16,"1,3306","1,3386","1,3296","1,3334"
2013-09-17,"1,3334","1,3371","1,3326","1,3359"
2013-09-18,"1,3359","1,3542","1,3338","1,3522"
2013-09-19,"1,3521","1,3569","1,3500","1,3530"
2013-09-20,"1,3531","1,3550","1,3498","1,3524"
2013-09-23,"1,3546","1,3556","1,3479","1,3493"
2013-09-24,"1,3493","1,3519","1,3464","1,3474"
2013-09-25,"1,3473","1,3538","1,3461","1,3526"
2013-09-26,"1,3526","1,3529","1,3471","1,3489"
2013-09-27,"1,3487","1,3565","1,3473","1,3522"
2013-09-30,"1,3480","1,3557","1,3468","1,3526"
2013-10-01,"1,3528","1,3590","1,3517","1,3526"
2013-10-02,"1,3527","1,3609","1,3509","1,3579"
2013-10-03,"1,3577","1,3646","1,3576","1,3618"
2013-10-04,"1,3618","1,3632","1,3538","1,3558"
2013-10-07,"1,3556","1,3592","1,3542","1,3582"
2013-10-08,"1,3583","1,3609","1,3558","1,3573"
2013-10-09,"1,3573","1,3605","1,3486","1,3524"
2013-10-10,"1,3524","1,3546","1,3488","1,3520"
2013-10-11,"1,3519","1,3582","1,3517","1,3542"
2013-10-14,"1,3544","1,3598","1,3542","1,3561"
2013-10-15,"1,3561","1,3571","1,3479","1,3523"
2013-10-16,"1,3523","1,3567","1,3472","1,3535"
2013-10-17,"1,3535","1,3681","1,3514","1,3676"
2013-10-18,"1,3674","1,3704","1,3659","1,3685"
2013-10-21,"1,3687","1,3691","1,3651","1,3683"
2013-10-22,"1,3683","1,3794","1,3662","1,3781"
2013-10-23,"1,3784","1,3794","1,3741","1,3777"
2013-10-24,"1,3776","1,3826","1,3764","1,3800"
2013-10-25,"1,3801","1,3833","1,3774","1,3805"
2013-10-28,"1,3803","1,3817","1,3775","1,3784"
2013-10-29,"1,3784","1,3813","1,3735","1,3746"
2013-10-30,"1,3745","1,3785","1,3696","1,3736"
2013-10-31,"1,3737","1,3740","1,3577","1,3584"
2013-11-01,"1,3584","1,3592","1,3481","1,3487"
2013-11-04,"1,3489","1,3527","1,3443","1,3516"
2013-11-05,"1,3514","1,3523","1,3449","1,3474"
2013-11-06,"1,3476","1,3550","1,3468","1,3512"
2013-11-07,"1,3514","1,3529","1,3296","1,3420"
2013-11-08,"1,3420","1,3439","1,3317","1,3371"
2013-11-11,"1,3361","1,3417","1,3344","1,3407"
2013-11-12,"1,3407","1,3457","1,3359","1,3436"
2013-11-13,"1,3436","1,3497","1,3392","1,3487"
2013-11-14,"1,3489","1,3499","1,3419","1,3459"
2013-11-15,"1,3458","1,3506","1,3432","1,3495"
2013-11-18,"1,3502","1,3543","1,3475","1,3505"
2013-11-19,"1,3505","1,3549","1,3488","1,3539"
2013-11-20,"1,3539","1,3579","1,3417","1,3439"
2013-11-21,"1,3440","1,3487","1,3399","1,3482"
2013-11-22,"1,3482","1,3558","1,3462","1,3558"
2013-11-25,"1,3550","1,3561","1,3491","1,3516"
2013-11-26,"1,3517","1,3575","1,3514","1,3572"
2013-11-27,"1,3571","1,3613","1,3557","1,3579"
2013-11-28,"1,3580","1,3619","1,3563","1,3605"
2013-11-29,"1,3605","1,3622","1,3579","1,3590"
2013-12-02,"1,3590","1,3617","1,3525","1,3542"
2013-12-03,"1,3540","1,3613","1,3523","1,3590"
2013-12-04,"1,3589","1,3605","1,3528","1,3594"
2013-12-05,"1,3594","1,3678","1,3542","1,3668"
2013-12-06,"1,3668","1,3708","1,3630","1,3706"
2013-12-09,"1,3720","1,3747","1,3694","1,3739"
2013-12-10,"1,3738","1,3797","1,3733","1,3761"
2013-12-11,"1,3760","1,3811","1,3739","1,3786"
2013-12-12,"1,3787","1,3804","1,3736","1,3755"
2013-12-13,"1,3755","1,3771","1,3710","1,3743"
2013-12-16,"1,3740","1,3799","1,3724","1,3761"
2013-12-17,"1,3762","1,3784","1,3724","1,3768"
2013-12-18,"1,3770","1,3813","1,3675","1,3685"
2013-12-19,"1,3685","1,3695","1,3649","1,3663"
2013-12-20,"1,3662","1,3710","1,3624","1,3672"
2013-12-23,"1,3670","1,3717","1,3666","1,3696"
2013-12-24,"1,3697","1,3704","1,3655","1,3684"
2013-12-25,"1,3684","1,3710","1,3661","1,3680"
2013-12-26,"1,3679","1,3702","1,3662","1,3691"
2013-12-27,"1,3692","1,3893","1,3686","1,3742"
2013-12-30,"1,3744","1,3821","1,3729","1,3805"
2013-12-31,"1,3803","1,3813","1,3742","1,3746"
2014-01-01,"1,3742","1,3769","1,3742","1,3754"
2014-01-02,"1,3756","1,3777","1,3630","1,3672"
2014-01-03,"1,3672","1,3674","1,3582","1,3588"
2014-01-06,"1,3589","1,3653","1,3571","1,3628"
2014-01-07,"1,3627","1,3657","1,3596","1,3616"
2014-01-08,"1,3617","1,3636","1,3554","1,3575"
2014-01-09,"1,3577","1,3636","1,3550","1,3609"
2014-01-10,"1,3609","1,3689","1,3577","1,3670"
2014-01-13,"1,3669","1,3685","1,3637","1,3672"
2014-01-14,"1,3670","1,3699","1,3648","1,3679"
2014-01-15,"1,3680","1,3684","1,3582","1,3605"
2014-01-16,"1,3604","1,3650","1,3582","1,3620"
2014-01-17,"1,3620","1,3623","1,3517","1,3541"
2014-01-20,"1,3543","1,3570","1,3508","1,3552"
2014-01-21,"1,3552","1,3571","1,3518","1,3561"
2014-01-22,"1,3559","1,3584","1,3535","1,3548"
2014-01-23,"1,3547","1,3699","1,3530","1,3695"
2014-01-24,"1,3697","1,3741","1,3665","1,3678"
2014-01-27,"1,3677","1,3718","1,3654","1,3672"
2014-01-28,"1,3673","1,3689","1,3629","1,3669"
2014-01-29,"1,3668","1,3685","1,3603","1,3663"
2014-01-30,"1,3662","1,3666","1,3543","1,3556"
2014-01-31,"1,3557","1,3570","1,3480","1,3487"
2014-02-03,"1,3493","1,3536","1,3476","1,3525"
2014-02-04,"1,3525","1,3539","1,3494","1,3519"
2014-02-05,"1,3519","1,3555","1,3498","1,3533"
2014-02-06,"1,3533","1,3621","1,3485","1,3590"
2014-02-07,"1,3590","1,3642","1,3553","1,3635"
2014-02-10,"1,3634","1,3653","1,3609","1,3647"
2014-02-11,"1,3648","1,3686","1,3631","1,3639"
2014-02-12,"1,3639","1,3655","1,3563","1,3594"
2014-02-13,"1,3594","1,3694","1,3586","1,3681"
2014-02-14,"1,3681","1,3718","1,3674","1,3693"
2014-02-17,"1,3688","1,3725","1,3687","1,3708"
2014-02-18,"1,3706","1,3770","1,3694","1,3758"
2014-02-19,"1,3757","1,3774","1,3724","1,3733"
2014-02-20,"1,3733","1,3763","1,3685","1,3718"
2014-02-21,"1,3720","1,3760","1,3704","1,3740"
2014-02-24,"1,3735","1,3770","1,3708","1,3735"
2014-02-25,"1,3735","1,3767","1,3714","1,3746"
2014-02-26,"1,3744","1,3758","1,3661","1,3688"
2014-02-27,"1,3687","1,3727","1,3642","1,3709"
2014-02-28,"1,3708","1,3824","1,3693","1,3803"
2014-03-03,"1,3786","1,3793","1,3725","1,3735"
2014-03-04,"1,3735","1,3782","1,3720","1,3744"
2014-03-05,"1,3742","1,3746","1,3706","1,3733"
2014-03-06,"1,3734","1,3874","1,3723","1,3861"
2014-03-07,"1,3860","1,3917","1,3854","1,3878"
2014-03-10,"1,3875","1,3898","1,3861","1,3877"
2014-03-11,"1,3874","1,3880","1,3832","1,3859"
2014-03-12,"1,3859","1,3914","1,3841","1,3904"
2014-03-13,"1,3903","1,3968","1,3844","1,3869"
2014-03-14,"1,3866","1,3937","1,3847","1,3914"
2014-03-17,"1,3911","1,3949","1,3879","1,3922"
2014-03-18,"1,3921","1,3942","1,3880","1,3934"
2014-03-19,"1,3933","1,3935","1,3809","1,3833"
2014-03-20,"1,3832","1,3845","1,3749","1,3779"
2014-03-21,"1,3779","1,3813","1,3767","1,3794"
2014-03-24,"1,3792","1,3876","1,3760","1,3839"
2014-03-25,"1,3839","1,3848","1,3750","1,3827"
2014-03-26,"1,3827","1,3829","1,3777","1,3783"
2014-03-27,"1,3781","1,3798","1,3729","1,3740"
2014-03-28,"1,3740","1,3773","1,3705","1,3753"
2014-03-31,"1,3755","1,3807","1,3734","1,3771"
2014-04-01,"1,3769","1,3817","1,3767","1,3794"
2014-04-02,"1,3792","1,3821","1,3752","1,3767"
2014-04-03,"1,3768","1,3807","1,3699","1,3720"
2014-04-04,"1,3719","1,3732","1,3672","1,3703"
2014-04-07,"1,3696","1,3749","1,3689","1,3741"
2014-04-08,"1,3741","1,3813","1,3737","1,3796"
2014-04-09,"1,3794","1,3862","1,3779","1,3855"
2014-04-10,"1,3855","1,3899","1,3835","1,3888"
2014-04-11,"1,3888","1,3907","1,3864","1,3885"
2014-04-14,"1,3839","1,3866","1,3810","1,3821"
2014-04-15,"1,3821","1,3835","1,3790","1,3814"
2014-04-16,"1,3814","1,3852","1,3804","1,3816"
2014-04-17,"1,3816","1,3866","1,3810","1,3815"
2014-04-18,"1,3814","1,3825","1,3808","1,3815"
2014-04-21,"1,3809","1,3832","1,3786","1,3792"
2014-04-22,"1,3794","1,3826","1,3785","1,3805"
2014-04-23,"1,3805","1,3855","1,3800","1,3817"
2014-04-24,"1,3819","1,3843","1,3792","1,3832"
2014-04-25,"1,3832","1,3850","1,3826","1,3833"
2014-04-28,"1,3834","1,3880","1,3814","1,3850"
2014-04-29,"1,3849","1,3879","1,3805","1,3812"
2014-04-30,"1,3813","1,3878","1,3777","1,3868"
2014-05-01,"1,3866","1,3889","1,3861","1,3870"
